claim_amount,policy_age_days,claim_frequency_12m,days_since_inception,premium_paid,sum_assured,policyholder_age,num_policies,num_past_claims,claim_to_premium_ratio,is_high_risk_state,product_type,has_telematics,claim_filed_weekend,claim_filed_night,multiple_claims_same_period,address_change_before_claim,beneficiary_change_before_claim,late_premium_payments,claim_docs_submitted_count,kyc_verification_score,agent_fraud_history_score,is_fraud
31126.16,360,1,1891,16062.02,6419895.3,28,2,0,1.9378,0,3,0,0,0,0,0,0,2,9,59.4,82.0,0
62229.71,2227,1,789,8538.19,315481.06,50,2,3,7.2875,0,0,0,0,0,0,0,0,1,4,49.3,93.5,0
109751.21,2050,2,1563,9258.09,470457.32,64,5,0,11.8533,0,7,0,0,1,0,0,0,0,3,70.0,49.2,1
208329.17,1614,1,3087,22646.87,1031325.57,29,1,0,9.1986,0,1,1,1,0,0,0,0,1,4,53.4,46.0,0
193265.19,2449,1,1454,37469.9,992194.68,23,3,0,5.1577,1,5,0,1,0,0,0,0,1,3,96.3,60.7,0
157032.84,3634,1,264,39580.42,1146628.2,61,5,0,3.9673,0,5,0,1,0,0,0,0,1,9,65.4,71.4,0
267956.02,3217,0,978,8716.88,604473.75,21,6,2,30.7364,0,5,0,0,0,0,0,0,1,6,79.9,89.8,0
24966.95,2664,0,2596,26452.36,486235.46,41,5,2,0.9438,0,4,1,0,0,1,0,0,0,7,59.4,90.4,0
181637.47,1439,3,605,47077.72,2026597.0,74,4,0,3.8582,0,3,0,0,0,0,0,0,1,7,78.7,91.0,0
1399588.1,3128,4,3525,26140.79,470538.59,33,3,0,53.5383,0,6,0,0,0,0,0,0,1,4,76.3,76.2,1
126917.91,799,0,1211,2939.4,268945.33,25,3,1,43.1635,1,1,0,0,0,0,0,0,2,3,55.7,79.5,0
341809.6,2835,0,3606,13036.36,522045.54,27,6,3,26.2177,0,4,1,0,0,0,0,0,1,9,66.2,81.4,0
297282.18,1341,0,1580,39835.92,359170.06,28,4,1,7.4625,1,5,0,0,0,0,0,1,2,9,63.8,71.9,0
593268.67,2464,1,1052,13339.72,2633047.5,64,5,1,44.4705,0,0,0,0,0,0,0,0,0,3,86.9,84.3,0
250373.32,1361,1,87,23963.37,5955981.2,41,2,1,10.4477,0,2,0,0,0,1,0,0,2,2,53.5,95.5,1
578415.56,344,4,1408,24608.75,1873661.6,68,1,1,23.5035,0,0,1,0,0,0,0,0,1,1,67.5,96.7,1
348340.97,2285,3,3313,26590.53,47288.18,27,3,0,13.0997,0,1,0,1,0,0,0,0,2,3,91.6,84.6,0
436231.14,1512,1,365,34934.95,185372.8,68,2,0,12.4866,0,2,0,1,0,0,0,0,4,2,73.7,63.0,0
315903.31,2692,0,719,18269.97,3633377.84,43,4,1,17.2899,0,2,1,0,0,0,0,0,0,6,84.8,91.6,0
35947.54,325,1,1344,164302.91,1089167.79,57,6,4,0.2188,0,4,0,0,0,1,0,0,4,5,90.6,69.8,0
28109.24,500,1,1805,29408.78,10597131.68,27,6,1,0.9558,0,3,0,0,0,0,0,0,3,1,70.4,74.9,0
95813.49,2933,0,947,24099.2,268461.54,20,5,4,3.9756,0,2,0,0,0,0,0,0,1,6,49.9,86.3,0
1668542.07,1839,1,3001,24960.01,1798383.95,55,5,1,66.8459,0,3,0,0,0,0,0,0,0,1,96.0,90.7,0
125809.03,2559,3,712,27928.32,4481761.51,56,7,0,4.5046,0,4,0,0,0,0,0,0,3,8,97.5,96.4,0
258936.78,1659,0,1420,3941.84,3280562.28,69,5,1,65.6727,0,7,1,0,0,0,0,0,2,7,60.6,69.5,0
8510.37,3572,1,3201,6686.22,250206.89,57,7,1,1.2726,0,6,0,1,0,0,0,0,1,9,89.2,39.4,0
217643.32,3113,5,2942,9202.98,11216386.21,74,7,1,23.6467,1,5,0,1,0,0,0,0,2,4,68.1,88.3,1
185138.97,385,3,2112,20464.43,7174897.44,49,2,0,9.0464,1,2,0,0,1,0,0,0,2,9,79.0,70.6,0
2951.36,2650,1,3465,5972.41,584283.58,70,1,3,0.4941,0,2,0,1,0,0,0,0,1,1,83.7,85.1,0
251785.65,1450,0,44,17997.0,1378029.61,53,4,1,13.9896,0,7,0,0,1,0,0,0,2,4,85.5,68.7,1
13677.8,535,0,2541,10250.46,735230.65,30,7,0,1.3342,0,2,0,0,0,1,0,0,0,2,90.6,94.6,0
54829.09,3341,1,3569,87792.91,17426000.59,69,3,1,0.6245,0,4,0,0,0,0,0,0,3,9,85.5,78.0,0
723393.07,1759,3,2240,21939.08,2315020.93,31,1,1,32.9713,0,7,0,0,0,0,0,0,1,3,53.0,79.5,0
206112.47,2365,1,2352,42274.0,62823.37,66,3,0,4.8755,0,1,0,1,0,0,0,0,0,5,50.8,87.8,0
83060.53,2376,1,2081,62604.14,180325.79,21,5,0,1.3267,0,6,1,0,0,0,0,0,0,3,30.8,67.5,0
73049.11,3486,3,2852,26249.4,869903.74,67,4,4,2.7828,1,3,0,1,0,0,0,0,0,8,75.7,67.7,0
86943.32,174,3,1236,11749.45,54730.18,34,2,0,7.3991,0,1,0,0,0,0,0,0,1,6,69.5,54.9,0
207177.96,1996,2,1995,6728.19,775535.23,47,5,0,30.7879,0,6,1,0,0,0,0,0,1,1,57.4,88.3,0
26877.26,3158,0,1178,239413.59,3784963.61,39,4,2,0.1123,1,6,0,0,0,0,0,0,0,9,72.9,88.1,0
879075.62,3371,1,2302,32670.1,9579042.93,48,4,2,26.9068,0,1,0,1,0,0,0,0,0,3,92.7,89.5,0
29104.69,15,0,3101,53108.82,384395.22,18,2,0,0.548,0,1,0,0,0,0,0,0,1,3,95.1,70.3,0
12202.71,3614,0,1239,15112.1,281759.48,22,4,0,0.8074,1,7,0,0,0,0,0,0,1,2,60.6,71.3,0
719800.74,3516,0,1199,9738.58,1536199.36,56,4,1,73.9047,1,5,0,0,0,1,0,0,3,7,77.9,77.0,1
84509.4,2968,1,2520,9187.65,19309452.46,21,5,1,9.1972,0,0,0,0,0,0,0,0,1,3,51.9,85.2,0
180898.14,113,3,3541,8763.98,17319262.58,47,4,0,20.6387,0,2,0,0,0,0,0,0,3,7,78.7,95.3,0
434497.96,639,1,2524,12315.72,157794.55,19,4,0,35.2771,1,6,1,0,0,0,1,0,3,5,90.8,90.0,1
55317.5,1049,0,265,25845.15,3493568.96,24,6,1,2.1403,0,5,0,0,1,0,0,0,1,3,82.0,73.6,0
199929.21,821,3,3047,9036.15,2765296.96,66,4,1,22.123,0,0,0,0,0,0,0,0,0,3,80.5,77.2,0
430336.38,1538,1,3095,54942.07,14617188.54,72,7,1,7.8324,0,4,0,0,0,0,1,0,3,9,64.9,94.5,0
1914280.38,1089,1,2517,148102.96,385552.65,25,1,1,12.9252,0,2,0,0,0,0,0,0,2,4,87.1,95.0,0
75615.13,1965,2,3161,13092.23,1294908.14,68,3,0,5.7751,0,7,0,0,0,0,0,0,3,9,66.0,62.2,0
81273.82,172,3,2657,42303.17,8290848.63,18,6,1,1.9212,0,6,0,1,1,0,0,0,0,2,67.1,47.4,0
378885.73,154,1,2645,6649.76,2337912.42,22,3,2,56.9688,0,2,0,1,0,0,0,0,2,8,56.9,93.4,0
222546.08,2440,0,417,53424.63,379076.1,62,2,0,4.1655,0,6,0,1,0,0,0,0,3,7,86.2,97.0,0
132514.37,83,3,2760,12449.41,70113.48,19,6,0,10.6434,1,3,0,0,0,0,0,0,1,4,80.1,89.1,0
1774510.15,1183,1,1595,22417.55,63897.78,52,7,1,79.1537,0,3,0,0,0,0,0,0,1,4,90.4,95.6,0
13047.4,3407,0,2160,31598.66,440642.68,60,7,1,0.4129,0,5,1,0,1,0,0,0,2,7,73.3,64.6,0
19290.77,1844,1,2240,22189.1,6221040.11,33,7,1,0.8693,0,6,1,0,0,0,0,0,3,5,44.3,86.9,0
13275.52,770,2,2841,51791.03,11663558.24,60,3,1,0.2563,0,1,0,1,0,0,0,0,0,8,61.5,74.3,0
987093.4,1986,3,2198,102711.64,4979544.65,54,4,0,9.6102,0,5,0,0,0,1,0,0,4,3,88.3,73.4,0
352245.97,3634,3,1159,223099.22,1340700.34,21,1,0,1.5789,0,5,0,1,0,0,0,0,6,8,78.6,96.6,0
20824.44,2426,1,1657,47153.34,3377507.87,57,7,1,0.4416,0,1,1,0,0,0,0,0,1,2,89.6,87.4,0
135327.08,1501,0,3093,56345.62,243590.26,55,1,2,2.4017,1,1,0,0,0,0,0,0,2,1,84.1,77.2,0
156136.61,1761,2,2622,15167.61,388391.18,32,7,2,10.2934,0,4,0,0,0,0,0,0,1,7,50.3,71.9,0
5920.47,2442,1,2520,2767.3,3866257.74,47,4,0,2.1387,1,7,0,0,1,0,0,0,2,2,76.5,88.2,0
215866.55,1264,0,3312,12647.26,1430130.07,64,6,1,17.0669,0,0,0,1,0,0,0,0,4,1,81.9,84.6,0
27824.74,46,1,813,5640.81,265116.7,65,2,0,4.9319,0,2,0,0,0,0,0,0,0,7,88.7,86.7,0
469772.03,2746,2,442,14483.96,58672724.51,49,4,0,32.4317,1,3,0,1,0,0,1,0,3,8,71.0,88.6,1
29131.87,2133,1,193,28830.06,3962129.15,44,6,1,1.0104,1,1,0,1,1,0,0,0,3,3,87.3,83.2,0
226101.6,1237,2,450,12786.78,2296718.01,55,4,1,17.6811,0,1,0,0,0,0,0,0,1,1,77.7,91.3,0
1134673.33,235,0,381,17767.54,2231672.22,64,3,1,63.8586,0,5,0,1,0,0,0,0,0,7,78.4,93.4,0
702106.32,2317,1,2695,55262.34,1922843.23,72,1,1,12.7047,1,2,0,0,0,0,0,0,1,4,47.2,62.4,0
348274.88,1459,3,1347,21640.42,721985.53,31,2,3,16.093,0,1,0,0,0,0,1,0,1,7,68.7,67.6,0
144061.65,336,1,1373,3068.25,2000765.13,23,2,2,46.9371,1,6,0,0,0,0,0,0,1,8,80.5,62.0,0
17151.55,2131,1,609,96445.9,12800106.22,58,7,0,0.1778,0,2,1,0,0,0,0,0,3,4,55.4,72.1,0
84234.2,984,0,1608,67397.32,59238.25,72,5,2,1.2498,0,2,0,0,0,0,0,0,2,7,45.8,93.2,0
115958.86,2234,1,1350,54568.64,1119076.35,69,3,0,2.125,0,7,0,1,0,0,0,0,4,6,41.4,89.4,0
104116.58,62,0,1610,83204.76,499133.36,25,6,1,1.2513,0,4,0,1,0,0,0,0,6,5,42.1,95.3,0
16312.98,1303,0,3581,44415.33,5581911.54,63,1,2,0.3673,1,3,0,0,1,0,0,1,1,4,46.7,76.7,0
312278.94,3070,1,1166,17017.03,532488.41,70,3,0,18.3499,0,5,1,0,0,0,0,0,1,9,75.0,85.8,0
27684.46,671,1,466,3797.32,3652789.96,28,6,4,7.2886,0,0,0,0,1,0,1,0,2,5,65.0,97.0,0
1654754.83,2440,1,2548,41960.11,2413574.8,35,1,0,39.4354,0,5,0,0,0,0,0,0,0,2,78.9,79.6,0
203217.43,1770,2,2856,9250.63,161743.12,42,2,2,21.9656,1,2,0,1,0,0,0,0,1,4,71.6,92.2,0
707076.36,1846,1,387,9279.58,73382.29,22,5,1,76.1888,0,7,0,1,0,0,0,0,0,2,90.3,92.5,0
685490.36,2263,2,2748,16877.77,666695.11,26,7,0,40.6126,1,1,0,0,0,0,0,0,1,5,77.6,73.5,0
3674389.16,1419,3,1626,66242.02,6322078.56,74,6,1,55.4683,0,4,0,1,0,0,0,0,3,3,94.7,92.4,0
213805.39,732,0,1366,16504.75,454081.59,32,7,0,12.9534,0,6,1,0,1,0,0,0,2,4,82.7,92.2,1
90663.32,1069,0,3634,9590.58,9456739.25,38,2,1,9.4524,0,1,0,1,0,0,0,0,2,3,87.3,90.0,0
93323.03,1111,1,950,27028.1,2997044.21,60,7,2,3.4527,0,1,0,0,0,0,0,0,0,7,84.5,75.9,0
1535173.5,3629,0,3072,2568.16,993477.39,70,5,1,597.5391,0,5,0,1,0,0,0,0,2,6,75.1,65.8,0
22463.5,1149,3,570,17377.83,1284080.03,69,5,2,1.2926,1,1,1,0,1,0,0,0,0,1,70.8,91.5,0
43600.03,1269,2,2587,83206.91,3121876.64,49,6,0,0.524,1,2,0,0,0,0,0,0,2,2,58.7,93.4,0
232230.95,2029,2,2640,4320.07,8748804.08,64,6,1,53.7439,0,5,0,0,0,0,0,0,1,6,40.2,86.5,0
129418.14,1579,0,2348,13486.3,17819707.59,31,1,2,9.5956,0,5,0,0,0,0,0,0,2,5,57.9,82.3,0
694860.71,2173,0,3210,19055.32,12292792.22,65,6,0,36.4635,1,2,0,1,0,1,0,0,0,2,61.4,86.6,1
21850.09,2752,0,3615,6793.66,1986318.39,24,7,2,3.2158,1,1,0,1,0,0,0,0,2,5,60.2,63.3,0
147204.93,2479,2,322,11038.38,20427483.65,57,4,0,13.3345,0,7,0,0,0,0,0,0,3,8,90.3,67.4,0
122943.77,484,0,1089,12495.2,91334.88,55,1,1,9.8385,0,7,1,0,0,0,0,0,1,7,44.1,85.2,0
32585.87,1853,0,2716,51152.82,998215.67,45,2,1,0.637,1,3,1,1,0,0,0,0,1,1,79.9,70.0,0
608036.49,2274,1,1876,41858.66,1838638.13,20,1,2,14.5256,0,6,0,1,0,0,0,0,2,9,80.6,70.8,0
141821.37,176,1,2369,28624.93,6252023.26,52,1,0,4.9543,0,4,0,0,0,0,0,0,1,1,90.9,92.4,0
133104.27,75,1,3074,24647.84,2933098.97,67,1,2,5.4,0,2,0,0,0,0,0,0,0,8,64.3,94.3,0
47237.57,2801,1,2377,14094.89,9332076.83,72,5,0,3.3512,1,4,1,1,0,0,0,0,1,1,85.9,80.8,0
93451.85,2568,0,2490,61712.69,35957.66,50,5,0,1.5143,0,1,0,1,1,0,0,0,2,1,61.2,82.1,0
35156.28,2056,3,2729,112854.59,651083.68,25,7,0,0.3115,0,6,1,0,0,0,0,0,1,9,89.4,90.3,0
594603.2,2553,3,1621,51683.75,664688.07,42,4,0,11.5044,0,4,0,1,0,0,0,0,3,6,89.1,85.7,0
766219.53,2100,1,331,8887.92,670708.79,54,1,0,86.1994,0,0,1,0,1,0,0,0,1,5,87.7,76.9,1
2023000.35,1105,0,2091,12541.69,2734184.11,40,7,0,161.2892,0,2,0,0,0,0,0,0,3,4,69.4,79.9,0
312100.35,3542,2,2262,35371.64,2261320.52,40,5,0,8.8232,0,3,0,1,0,0,0,0,3,4,97.5,85.8,0
97848.15,2568,3,1298,66582.33,8061915.18,58,4,1,1.4696,0,7,0,1,0,0,0,0,0,9,68.8,74.4,0
80543.7,2366,2,395,34377.22,508205.62,59,5,0,2.3429,0,0,1,0,0,0,0,0,1,6,76.4,84.8,0
339752.29,2881,4,1358,3135.59,1308724.02,53,3,0,108.319,0,7,0,0,0,0,0,0,3,7,61.3,82.1,1
219980.75,2702,0,2318,30697.71,5456657.13,39,4,1,7.1658,0,0,0,0,0,0,0,0,3,6,55.8,85.9,0
125327.77,3141,0,1259,103188.54,156711.57,57,6,0,1.2145,0,5,0,1,0,0,0,0,2,5,83.2,86.0,0
109851.21,347,1,1127,22938.91,5569912.29,64,6,2,4.7887,0,0,0,1,0,0,0,1,1,4,58.1,74.1,0
942966.12,944,0,686,81710.16,3142900.62,36,5,1,11.5402,0,4,0,1,0,0,0,0,3,9,68.1,65.5,0
85155.05,3159,3,2951,21499.51,328501.71,60,5,1,3.9606,0,4,0,0,1,1,0,0,2,3,63.4,82.7,0
1226915.54,1676,0,3597,7378.14,8826884.92,33,6,0,166.2681,0,6,1,0,0,0,0,0,2,1,73.5,65.9,0
213887.25,832,1,1017,13228.54,1874603.18,38,6,0,16.1674,1,5,0,0,0,0,0,0,0,5,89.5,92.6,0
93730.49,1148,1,518,8813.51,536924.95,39,2,0,10.6337,1,0,0,0,0,0,0,0,6,7,66.1,95.5,0
50116.03,2334,1,2935,38984.49,13067919.94,52,2,5,1.2855,1,4,0,0,0,0,0,0,2,4,60.6,85.3,0
129083.26,3208,3,1561,76598.51,108223.27,54,5,0,1.6852,1,6,0,0,0,0,0,0,1,5,37.0,87.8,0
346295.77,2941,0,254,118025.4,13575835.91,51,1,0,2.9341,0,3,0,1,0,0,0,0,0,3,48.8,74.0,0
92455.3,1512,2,891,3152.14,372347.2,46,6,3,29.3217,0,3,0,0,1,0,0,0,1,4,85.9,75.3,1
582744.04,1346,1,1759,52544.68,173154.91,35,6,2,11.0902,0,0,0,0,0,0,0,1,0,3,85.1,92.9,1
85781.77,1221,1,691,22446.98,5334951.21,28,2,0,3.8214,0,7,0,0,0,0,0,0,0,2,76.8,79.4,0
134972.07,1745,1,271,6630.42,9725157.53,31,4,0,20.3534,0,7,1,0,0,0,0,0,0,1,76.7,69.0,0
23622.58,3491,0,1197,19775.74,393479.09,39,2,1,1.1945,0,7,0,0,0,0,0,0,0,4,82.0,96.6,0
376704.09,3151,2,1988,120563.89,2882773.41,38,3,1,3.1245,0,6,0,0,0,0,0,0,2,1,96.1,92.7,0
109014.53,908,0,1009,10676.27,2382281.69,74,5,1,10.21,1,1,0,1,0,0,0,0,1,9,39.7,55.3,0
1738104.59,1130,2,2530,20952.12,6877747.55,66,7,0,82.9521,1,1,0,0,0,0,0,0,0,7,88.1,79.5,0
468464.23,2672,1,41,43495.56,1890105.21,22,4,0,10.7701,1,1,0,0,0,0,0,0,1,1,66.8,57.2,0
184748.3,2675,3,1371,17865.65,3379420.85,54,1,0,10.3404,0,1,0,0,1,0,0,0,2,3,89.6,49.6,0
1022502.93,2627,1,2807,19977.38,138776.79,48,7,0,51.1805,0,1,0,1,0,0,0,0,2,9,79.4,70.5,0
298839.9,1410,0,2557,34345.41,1755305.78,19,7,0,8.7008,0,5,0,1,0,0,0,0,2,6,80.3,91.3,0
738510.19,655,0,2318,36337.1,6188494.79,27,5,0,20.3233,0,0,1,1,0,0,0,0,4,7,84.2,74.7,0
44642.55,3447,3,1037,13843.15,228469.38,34,6,0,3.2247,1,6,0,0,0,0,0,0,1,7,82.8,67.2,0
325065.93,191,0,2732,17862.91,8189891.22,61,5,1,18.1968,0,1,0,0,0,0,0,0,4,7,79.9,89.8,0
345961.51,2183,0,594,25214.49,2638584.56,37,4,1,13.7202,0,5,0,0,0,0,0,0,1,8,76.0,70.6,0
16040.76,276,2,3253,2164.98,162327.1,52,7,2,7.4058,0,7,0,1,0,0,0,0,2,2,71.3,89.3,0
1559597.29,2236,0,1043,1762.72,434246.57,63,2,1,884.2658,1,6,0,0,0,0,0,0,2,6,47.9,95.0,0
28552.55,264,0,2558,6340.72,196155.74,29,4,0,4.5023,1,1,0,0,0,0,0,0,0,8,75.7,88.5,0
23191.86,3439,2,2174,10322.7,1901906.68,41,5,0,2.2465,0,3,0,0,0,0,1,0,1,7,73.3,84.9,0
2268.72,2138,2,490,8229.55,847818.87,56,2,0,0.2756,0,0,0,0,0,0,0,0,2,1,81.1,72.9,0
331301.43,2106,2,653,11903.77,57279.53,51,4,0,27.8293,0,3,0,0,0,0,0,0,5,2,87.5,81.2,0
13841.16,648,4,2684,5674.19,2680866.66,48,7,0,2.4389,0,4,0,0,0,0,1,0,2,7,85.3,89.3,1
74953.32,798,3,2652,13387.33,8492397.56,47,4,0,5.5984,0,6,0,0,0,0,0,0,1,4,79.7,88.0,0
571947.56,3181,0,1082,21864.39,7681643.66,60,6,1,26.1577,0,4,0,1,0,0,0,0,0,2,80.6,94.8,0
217092.62,852,2,1276,84756.59,3083167.68,39,1,1,2.5613,0,5,1,0,0,0,0,0,2,8,38.8,60.2,0
63860.36,2102,0,812,76024.0,315088.45,55,7,0,0.84,0,6,0,0,0,0,0,0,2,2,60.2,90.6,0
14972.65,694,2,3631,34369.71,355521.78,26,3,0,0.4356,0,0,1,0,0,0,0,0,1,9,32.7,89.6,0
138493.78,2304,1,1879,99040.63,223560.2,62,2,0,1.3983,0,4,1,0,0,0,0,0,0,3,66.8,76.2,0
587077.96,380,2,125,53849.14,5253892.49,29,4,0,10.9021,1,3,0,0,0,0,0,0,1,2,76.6,76.8,0
465680.32,2717,1,1839,9814.6,13504818.1,50,1,0,47.4429,1,0,0,1,0,0,0,0,0,7,60.9,85.5,0
2374200.37,2741,5,3417,9143.16,1113572.7,37,5,2,259.6412,0,2,0,0,0,0,0,0,2,3,89.2,62.4,1
61072.21,734,4,1341,10524.21,626336.08,41,2,0,5.8025,1,2,0,0,0,0,0,0,0,4,24.1,91.4,0
22571.64,2079,1,258,93865.85,8788737.15,68,4,1,0.2405,0,2,0,0,0,0,0,0,1,1,89.8,98.8,0
259088.89,4,0,2386,17368.56,297636.14,58,6,1,14.9163,1,4,0,0,1,0,0,0,2,8,51.1,93.5,1
223492.21,1437,1,2667,4491.48,1347102.98,35,2,1,49.7481,0,7,0,0,0,0,0,0,2,1,89.6,71.3,0
161572.72,300,1,3306,28791.45,7620749.74,61,4,0,5.6116,1,7,0,0,0,0,0,0,1,8,70.4,81.3,0
53125.0,1118,2,3118,5157.39,7543249.61,62,6,0,10.2988,1,5,0,0,0,0,0,0,2,5,52.4,93.1,0
3040.97,2431,1,2858,29457.91,441492.33,20,5,1,0.1032,0,6,0,0,0,0,0,0,1,1,86.8,68.1,0
35957.04,761,2,1064,16618.81,97564.66,70,5,0,2.1635,0,3,0,1,0,0,0,0,2,5,94.1,79.5,0
375345.68,1558,1,2184,3461.24,1971934.49,47,5,1,108.4112,0,0,0,0,0,0,0,0,1,5,66.5,87.9,0
249183.64,503,0,1876,12667.96,358012.21,59,7,0,19.6688,1,6,1,0,0,0,0,0,2,4,81.7,92.2,0
692384.0,1662,1,3604,2830.87,4882668.96,26,6,2,244.4971,1,5,0,1,0,0,0,0,2,4,92.5,80.1,0
273149.04,96,0,344,103543.23,2512506.57,57,6,1,2.638,1,6,0,0,0,0,0,0,1,8,66.6,94.9,0
490914.8,908,1,1962,198367.91,1267956.5,44,4,0,2.4748,0,7,0,0,0,0,0,0,3,8,61.5,84.4,0
512521.55,3614,1,1009,50111.71,118717.03,34,5,0,10.2274,0,1,1,0,0,0,0,0,5,2,92.3,82.1,0
167830.99,1029,0,607,7984.99,18561550.71,73,1,0,21.0157,0,0,0,0,0,0,0,0,3,2,71.9,83.5,0
169608.5,1218,1,590,7093.47,3889234.41,73,1,1,23.9071,0,6,1,0,0,0,0,0,1,5,46.9,91.6,0
2072.91,891,1,512,41775.45,830675.02,54,4,1,0.0496,0,7,0,1,0,0,0,0,0,4,81.6,86.1,0
60786.55,2246,0,222,60223.64,478325.94,74,3,1,1.0093,0,3,1,1,0,0,0,0,2,1,64.3,51.6,0
64854.13,2667,0,3037,23587.43,1345398.58,44,6,1,2.7494,1,2,0,0,0,0,0,0,1,9,81.1,79.6,0
138246.61,2467,2,2502,23285.2,99343.18,44,5,0,5.9368,0,6,0,1,0,0,0,0,0,6,70.7,57.9,0
40315.52,3408,0,1964,7266.56,8464546.73,49,3,0,5.5473,0,0,0,0,0,0,0,0,1,2,65.3,84.3,0
664204.94,48,1,3193,30436.66,302594.05,33,1,4,21.8218,0,4,0,1,0,0,0,0,0,7,58.4,77.3,1
43379.19,1494,2,1135,17403.98,8446333.28,31,7,0,2.4923,0,1,0,0,0,0,0,0,2,3,82.0,87.0,0
850558.92,947,1,3616,426733.57,272199.65,59,5,1,1.9932,1,0,0,0,0,0,0,0,0,1,97.0,74.1,0
38494.38,590,1,1381,3994.22,568712.58,33,4,1,9.6351,1,4,0,0,0,1,0,0,1,3,65.2,51.5,0
65797.05,488,0,331,42142.3,2754576.63,46,2,0,1.5613,1,4,0,0,0,0,0,0,4,6,86.8,64.2,0
58705.08,1680,1,2379,19306.88,270325.42,30,3,0,3.0405,1,0,0,0,0,0,0,0,3,5,81.3,78.2,0
77315.44,1072,2,3140,70698.21,112154.01,62,1,1,1.0936,0,6,1,0,0,0,0,0,4,9,71.4,89.0,0
953559.32,2983,0,2368,34984.47,6216383.14,37,5,0,27.2559,0,3,0,1,0,0,0,0,2,1,69.5,93.0,0
99645.39,1153,3,2872,52930.14,1101581.71,60,4,1,1.8825,1,2,0,0,0,0,0,0,2,2,62.6,73.9,0
103519.61,1405,3,2516,3286.04,1191062.51,66,3,0,31.4933,0,3,0,0,0,0,0,0,3,1,62.1,88.2,0
53492.95,2576,1,1670,16004.47,5945711.41,67,1,0,3.3422,1,0,1,0,0,0,0,1,2,4,70.0,74.3,0
110228.39,1556,1,2580,8689.98,10769079.59,31,2,0,12.6831,0,5,0,0,0,0,0,0,0,1,93.5,92.7,0
225183.92,416,1,2185,12734.84,1168109.98,61,2,2,17.6811,0,2,0,1,0,0,0,0,2,8,74.9,91.5,0
117860.7,2434,3,1222,13675.76,362555601.14,65,2,1,8.6176,0,5,0,0,0,0,0,0,2,7,92.0,92.0,0
129905.49,1083,1,2886,17814.54,1516335.46,47,6,0,7.2917,1,6,0,0,0,0,0,0,1,6,87.3,91.9,0
747168.19,2811,2,1880,3581.97,478037.97,66,4,0,208.5332,0,2,0,0,0,0,0,0,3,5,58.4,72.9,0
245358.13,2491,0,2794,16243.73,2108945.61,36,2,1,15.1039,0,3,0,0,0,0,0,0,0,6,57.3,64.4,0
28960.06,1494,1,2900,33460.72,422232.51,54,7,1,0.8655,0,0,1,0,1,0,1,0,1,5,80.7,87.9,0
143214.98,2309,0,2261,11284.83,4459503.1,55,1,0,12.6898,0,6,0,1,0,0,0,0,1,7,73.9,93.4,0
72582.18,3266,1,2210,1739.57,724423.66,28,4,0,41.7002,0,6,0,0,0,0,0,0,1,7,33.6,87.8,0
355591.88,2289,1,3000,14537.75,136331.81,58,4,1,24.4582,1,0,0,0,0,0,0,0,1,9,55.1,89.0,0
189929.78,3239,2,1070,50347.52,93387.28,27,6,3,3.7723,0,3,0,0,0,0,0,0,0,9,55.8,81.6,0
886881.11,2092,0,2178,7433.61,1019888.57,57,5,1,119.2909,1,0,0,0,0,0,0,0,1,4,59.8,88.9,0
53633.98,169,1,2432,4909.58,3328284.93,67,5,1,10.9221,1,4,1,1,0,0,0,0,1,8,81.7,47.5,0
121950.41,864,0,150,22947.45,4080082.68,29,6,3,5.3141,0,6,0,0,0,0,0,0,2,5,76.6,82.4,0
32985.68,889,1,956,13033.64,273779.65,33,6,0,2.5306,0,0,0,0,0,0,0,0,3,8,82.1,94.7,0
152862.73,1598,1,2574,91690.88,819330.41,27,1,0,1.6671,0,6,0,0,0,0,0,0,1,5,71.4,68.7,0
16238.31,2123,2,1438,30437.26,35635701.73,50,2,1,0.5335,0,4,0,0,0,0,0,0,1,9,87.2,65.0,0
263610.22,794,2,1151,13995.57,511736.29,55,1,1,18.8339,1,5,0,0,0,0,0,0,3,7,28.7,92.1,0
149763.19,3123,2,3125,6116.38,1973023.89,74,7,1,24.4816,0,3,0,0,0,0,0,0,1,8,87.3,73.5,0
205412.84,463,2,230,10984.07,5656752.38,70,6,0,18.6993,0,7,0,0,1,0,0,0,2,8,75.7,87.4,0
530832.58,2444,2,626,16188.35,1788144.14,48,2,1,32.789,0,3,0,0,0,0,0,0,2,3,33.9,82.8,0
228023.45,758,3,1789,12588.3,166106.31,47,2,1,18.1125,0,4,0,0,0,0,0,0,1,6,77.3,76.7,0
23976.6,730,0,101,114360.47,240179.46,54,5,0,0.2097,0,6,0,0,0,0,0,0,2,6,47.2,92.5,0
70699.29,2353,1,769,59906.49,1055934.61,54,4,1,1.1801,1,2,0,0,0,0,0,0,4,2,90.0,40.6,0
144311.24,3403,3,3390,28164.08,283056.84,47,7,4,5.1238,0,3,0,1,0,0,0,0,2,7,82.5,70.3,0
99493.82,369,1,1151,34675.85,197169.79,18,2,1,2.8692,0,4,0,1,0,0,0,0,1,4,86.8,89.5,0
119498.96,1750,2,393,5601.45,1592248.33,58,1,0,21.3298,1,2,0,0,0,0,0,0,1,9,50.1,91.6,0
1852744.78,2524,2,2576,23438.99,215791.89,28,7,1,79.042,0,7,0,1,0,0,0,0,0,7,88.2,77.8,0
